Date,Product_ID,Product_Name,Product_Category,Model_Series,Units_Sold,Revenue_INR,Region,State,City,Online_Offline,Store_Name,Discount_Percent,Stock_Available,Review_ID,Platform,Customer_ID,Sentiment_Label,Star_Rating,Return_Product,Return_Reason,Keywords_Extracted,Review_Text,Helpfulness_Votes
2025-05-27,SPK-1005,Speaker Sound Tower 5,Speaker,Sound Tower,754,32551688,North,Uttar Pradesh,Lucknow,Offline,Vijay Sales,20,30,R44075,,C98202,Neutral,3,,,loud,Cup party spring eight himself owner. neutral experience with loud.,13
2024-09-06,PHN-1002,Galaxy M 2,Smartphone,Galaxy M,524,9738540,North,Punjab,Amritsar,Online,,5,91,R77274,Flipkart,C13069,Negative,1,No,,camera,Chance culture product little the quickly. negative experience with camera.,24
2025-03-01,SPK-1005,Speaker Sound Tower 5,Speaker,Sound Tower,321,11438193,West,Maharashtra,Mumbai,Online,,0,144,R91654,Samsung.com,C59681,Positive,5,Yes,Here such interest.,bluetooth,Others different though image doctor social. positive experience with bluetooth.,71
2024-11-14,MON-1002,Desktop Monitor ViewFinity 2,Desktop Monitor,ViewFinity,274,1240672,South,Telangana,Hyderabad,Offline,Poorvika,15,184,R58786,,C29263,Positive,4,,,color,Radio home size say. positive experience with color.,89
2025-01-08,KYB-1001,Keyboard Samsung Keys 1,Keyboard,Samsung Keys,278,14058182,South,Kerala,Thiruvananthapuram,Online,,20,68,R60752,Samsung.com,C19289,Neutral,3,Yes,Ever bring likely president sense past.,keys,Ask after rather commercial something start. neutral experience with keys.,78
2025-01-03,SSD-1005,SSD EVO Series 5,SSD,EVO Series,389,7294528,South,Tamil Nadu,Chennai,Online,,0,148,R31701,Flipkart,C59205,Positive,5,Yes,Accept forward traditional our card wrong.,speed,Include structure summer discuss. positive experience with speed.,83
2024-07-28,PHN-1001,Galaxy M 1,Smartphone,Galaxy M,513,9268884,North,Delhi,New Delhi,Online,,20,89,R27545,Samsung.com,C98836,Negative,2,No,,display,Decision public hold interview. negative experience with display.,80
2024-10-11,SSD-1002,SSD EVO Series 2,SSD,EVO Series,425,18871275,Central,Madhya Pradesh,Bhopal,Online,,15,19,R65611,Samsung.com,C69310,Positive,4,Yes,Knowledge able imagine test happy not.,speed,Wind make provide political anyone. positive experience with speed.,7
2024-10-13,SSD-1003,SSD EVO Series 3,SSD,EVO Series,64,3078336,West,Rajasthan,Jaipur,Online,,0,181,R80061,Samsung.com,C34625,Positive,5,Yes,Room other you gun seven hold.,speed,Contain nature yourself them offer effect manage. positive experience with speed.,54
2025-01-13,SPK-1001,Speaker Sound Tower 1,Speaker,Sound Tower,788,37876008,North,Delhi,New Delhi,Online,,20,47,R70125,Amazon,C92779,Positive,5,Yes,Within road hour ask important like.,loud,Media trouble civil country. positive experience with loud.,70
2025-03-19,SSD-1005,SSD EVO Series 5,SSD,EVO Series,664,17514328,Central,Madhya Pradesh,Indore,Offline,Sangeetha,10,58,R68076,,C76970,Positive,4,,,storage,Film cause raise public significant hard marriage. positive experience with storage.,39
2025-01-27,SPK-1004,Speaker Sound Tower 4,Speaker,Sound Tower,598,7524634,South,Telangana,Hyderabad,Offline,Poorvika,0,185,R38854,,C10250,Neutral,3,,,bass,Throw most affect operation cut sit. neutral experience with bass.,44
2025-01-07,FRZ-1003,Refrigerator Smart Fridge 3,Refrigerator,Smart Fridge,748,40822848,North,Delhi,New Delhi,Offline,Sangeetha,5,149,R95022,,C67273,Positive,5,,,noise,Indicate arm worry research risk particularly. positive experience with noise.,26
2024-12-22,LED-T-1003,LED TV T Series 3,LED TV,T Series,693,39824631,South,Telangana,Hyderabad,Offline,Sangeetha,20,109,R89575,,C57054,Negative,2,,,sound,Event interesting college PM daughter. negative experience with sound.,92
2025-04-19,SPK-1005,Speaker Sound Tower 5,Speaker,Sound Tower,686,19236812,South,Telangana,Hyderabad,Offline,Samsung Store,0,47,R84096,,C75311,Neutral,3,,,bluetooth,Like because theory yourself start land worry. neutral experience with bluetooth.,11
2024-11-14,SSD-1001,SSD EVO Series 1,SSD,EVO Series,785,2334590,North,Punjab,Ludhiana,Online,,10,11,R30865,Amazon,C28695,Positive,5,No,,reliable,Difficult quickly understand message pressure star west. positive experience with reliable.,41
2025-01-08,FRZ-1002,Refrigerator Smart Fridge 2,Refrigerator,Smart Fridge,759,18310116,South,Kerala,Thiruvananthapuram,Online,,20,61,R31632,Amazon,C67156,Negative,2,Yes,However consider reduce.,space,By central card score cultural generation. negative experience with space.,26
2025-04-19,SSD-1002,SSD EVO Series 2,SSD,EVO Series,255,7360830,East,Odisha,Bhubaneswar,Offline,Croma,20,78,R32440,,C70445,Neutral,3,,,speed,Section interview that chance. neutral experience with speed.,1
2025-05-28,MSE-1005,Mouse Samsung Mouse 5,Mouse,Samsung Mouse,577,1369798,North,Delhi,New Delhi,Online,,10,21,R42812,Flipkart,C32907,Neutral,3,No,,scroll,Mind somebody attention very us message as. neutral experience with scroll.,2
2025-03-16,MSE-1001,Mouse Samsung Mouse 1,Mouse,Samsung Mouse,544,7876576,South,Andhra Pradesh,Visakhapatnam,Offline,Sangeetha,5,111,R55091,,C89366,Positive,5,,,scroll,Past window raise southern box. positive experience with scroll.,2
2024-09-16,SPK-1005,Speaker Sound Tower 5,Speaker,Sound Tower,486,3760182,West,Rajasthan,Jaipur,Offline,Lot Mobiles,20,157,R39410,,C70641,Negative,2,,,sound,Ground possible sometimes you agent. negative experience with sound.,61
2025-07-03,MSE-1005,Mouse Samsung Mouse 5,Mouse,Samsung Mouse,142,4204336,Central,Madhya Pradesh,Indore,Offline,Big C,15,10,R40936,,C66055,Positive,5,,,click,Individual begin too player policy free reveal. positive experience with click.,7
2024-11-15,KYB-1004,Keyboard Samsung Keys 4,Keyboard,Samsung Keys,218,7152362,West,Maharashtra,Pune,Offline,Croma,20,166,R97692,,C79598,Positive,4,,,USB,In staff enjoy politics low reality wonder. positive experience with USB.,23
2024-11-04,KYB-1001,Keyboard Samsung Keys 1,Keyboard,Samsung Keys,416,19368128,South,Tamil Nadu,Coimbatore,Online,,20,194,R61422,Flipkart,C14517,Positive,4,No,,response,Explain his edge traditional spend statement money. positive experience with response.,67
2024-07-27,MON-1003,Desktop Monitor ViewFinity 3,Desktop Monitor,ViewFinity,147,2634534,Central,Chhattisgarh,Raipur,Offline,Lot Mobiles,5,138,R26907,,C16701,Positive,5,,,refresh rate,Road send stop how second show scientist. positive experience with refresh rate.,74
2025-01-28,TAB-1004,Galaxy Tab 4,Smart Tablet,Galaxy Tab,572,33679360,South,Tamil Nadu,Chennai,Offline,Sangeetha,10,167,R27562,,C44708,Neutral,3,,,apps,Learn high take rest finally late. neutral experience with apps.,98
2024-12-31,EBR-1004,Galaxy Buds 4,Earbuds,Galaxy Buds,388,19776748,North,Punjab,Amritsar,Offline,Lot Mobiles,20,74,R85847,,C54043,Negative,2,,,noise cancel,Guy social billion piece to official shoulder. negative experience with noise cancel.,5
2025-05-31,SSD-1001,SSD EVO Series 1,SSD,EVO Series,122,4041372,North,Uttar Pradesh,Kanpur,Online,,15,117,R98784,Flipkart,C45709,Negative,1,No,,upgrade,Debate color me sort firm our. negative experience with upgrade.,12
2024-10-04,FRZ-1004,Refrigerator Smart Fridge 4,Refrigerator,Smart Fridge,756,11163096,Central,Madhya Pradesh,Bhopal,Offline,Samsung Store,15,6,R25564,,C49730,Positive,5,,,space,Politics place treat lead similar create treatment. positive experience with space.,23
2024-08-03,KYB-1001,Keyboard Samsung Keys 1,Keyboard,Samsung Keys,384,8374272,East,West Bengal,Kolkata,Online,,0,149,R65716,Samsung.com,C38656,Neutral,3,No,,keys,Something blood answer idea. neutral experience with keys.,90
2025-06-19,PHN-1003,Galaxy M 3,Smartphone,Galaxy M,74,3339176,West,Rajasthan,Jaipur,Offline,Sangeetha,10,62,R71836,,C53369,Positive,5,,,performance,Career young game. positive experience with performance.,52
2024-07-26,MSE-1002,Mouse Samsung Mouse 2,Mouse,Samsung Mouse,147,2409330,East,Bihar,Patna,Online,,15,184,R33115,Flipkart,C17758,Negative,2,No,,wireless,Room close provide trouble on. negative experience with wireless.,76
2025-02-14,EBR-1001,Galaxy Buds 1,Earbuds,Galaxy Buds,518,6776994,North,Delhi,New Delhi,Online,,0,73,R79629,Amazon,C65485,Positive,4,No,,bluetooth,Including near pull keep around language. positive experience with bluetooth.,77
2024-08-04,PHN-1001,Galaxy M 1,Smartphone,Galaxy M,470,12445600,East,Bihar,Patna,Online,,0,38,R39903,Samsung.com,C20375,Positive,4,No,,performance,Effort voice hotel reveal. positive experience with performance.,60
2024-10-11,PHN-1002,Galaxy M 2,Smartphone,Galaxy M,158,2792808,East,Assam,Guwahati,Offline,Sangeetha,15,37,R34632,,C57422,Negative,2,,,camera,Prevent maintain stage operation organization garden small ago. negative experience with camera.,74
2025-01-18,LPT-1004,Galaxy Book 4,Laptop,Galaxy Book,282,10722768,North,Punjab,Ludhiana,Offline,Sangeetha,10,92,R16546,,C98283,Positive,5,,,battery,Team rich product less listen realize wonder. positive experience with battery.,95
2025-03-18,PHN-1003,Galaxy M 3,Smartphone,Galaxy M,197,3518420,North,Punjab,Amritsar,Online,,5,65,R55921,Flipkart,C74827,Positive,5,Yes,Learn win single trade beyond.,performance,Record would factor region deal. positive experience with performance.,44
2025-03-28,MON-1001,Desktop Monitor ViewFinity 1,Desktop Monitor,ViewFinity,123,6787878,North,Punjab,Ludhiana,Online,,0,114,R62087,Samsung.com,C44415,Positive,5,Yes,Each minute few gas south other.,panel,Across reason at. positive experience with panel.,39
2025-05-06,MON-1002,Desktop Monitor ViewFinity 2,Desktop Monitor,ViewFinity,51,674934,Central,Chhattisgarh,Raipur,Online,,20,36,R54887,Samsung.com,C96323,Positive,4,Yes,Possible type make begin far actually.,color,Often lose success out quickly position capital sure. positive experience with color.,87
2025-03-05,KYB-1002,Keyboard Samsung Keys 2,Keyboard,Samsung Keys,436,1804168,South,Andhra Pradesh,Vijayawada,Offline,Sangeetha,15,85,R55471,,C50162,Neutral,3,,,keys,Minute officer project final since. neutral experience with keys.,33
2024-11-26,FRZ-1002,Refrigerator Smart Fridge 2,Refrigerator,Smart Fridge,458,4099100,Central,Chhattisgarh,Raipur,Online,,5,197,R90151,Samsung.com,C54922,Positive,5,Yes,Maintain school model develop strong energy.,noise,Or mission effect machine. positive experience with noise.,5
2024-08-30,SSD-1002,SSD EVO Series 2,SSD,EVO Series,327,1738005,West,Maharashtra,Mumbai,Online,,0,75,R31382,Amazon,C66067,Positive,4,No,,upgrade,Boy idea western scientist enjoy. positive experience with upgrade.,82
2024-09-21,LPT-1001,Galaxy Book 1,Laptop,Galaxy Book,770,6990830,East,Assam,Guwahati,Offline,UniverCell,10,147,R79585,,C58355,Neutral,3,,,performance,Between for turn close. neutral experience with performance.,89
2025-06-15,SPK-1003,Speaker Sound Tower 3,Speaker,Sound Tower,607,35782650,South,Telangana,Hyderabad,Offline,Samsung Store,15,165,R24848,,C97806,Positive,5,,,connectivity,Million between economic can. positive experience with connectivity.,50
2025-05-22,TAB-1004,Galaxy Tab 4,Smart Tablet,Galaxy Tab,121,4727107,North,Uttar Pradesh,Kanpur,Offline,Vijay Sales,10,15,R40030,,C15648,Neutral,3,,,display,Political care lot admit thing might. neutral experience with display.,72
2025-07-02,LED-T-1005,LED TV T Series 5,LED TV,T Series,555,4078695,East,Odisha,Bhubaneswar,Offline,Sangeetha,20,109,R98184,,C82329,Positive,5,,,4K,Inside condition wrong policy value might. positive experience with 4K.,38
2024-07-29,KYB-1003,Keyboard Samsung Keys 3,Keyboard,Samsung Keys,736,41620064,North,Uttar Pradesh,Kanpur,Online,,0,178,R56459,Flipkart,C39387,Positive,4,Yes,Boy about few respond.,keys,Economic billion society hair least structure including new. positive experience with keys.,70
2024-12-25,SSD-1003,SSD EVO Series 3,SSD,EVO Series,325,7027475,Central,Madhya Pradesh,Indore,Offline,UniverCell,20,170,R84749,,C64878,Positive,5,,,fast,Ground hear network student decide actually. positive experience with fast.,61
2024-10-27,MON-1001,Desktop Monitor ViewFinity 1,Desktop Monitor,ViewFinity,405,2803410,East,Assam,Guwahati,Offline,Poorvika,10,80,R78401,,C55520,Positive,5,,,HDMI,Maybe attorney to friend her. positive experience with HDMI.,99
2024-07-18,LPT-1003,Galaxy Book 3,Laptop,Galaxy Book,464,7649504,East,West Bengal,Kolkata,Online,,20,126,R81276,Samsung.com,C50162,Negative,2,Yes,Different level interview gun mouth challenge.,keyboard,Loss series risk close much have. negative experience with keyboard.,43
2025-01-01,FRZ-1004,Refrigerator Smart Fridge 4,Refrigerator,Smart Fridge,764,17092208,North,Uttar Pradesh,Lucknow,Offline,Reliance Digital,0,59,R61671,,C20153,Positive,5,,,cooling,Nothing decade environment wait attack member. positive experience with cooling.,41
2024-12-10,LPT-1002,Galaxy Book 2,Laptop,Galaxy Book,197,8953847,North,Uttar Pradesh,Lucknow,Offline,Reliance Digital,0,119,R27756,,C16300,Positive,4,,,speed,Success provide level level bag first pressure. positive experience with speed.,19
2024-12-29,FRZ-1003,Refrigerator Smart Fridge 3,Refrigerator,Smart Fridge,754,17454346,South,Tamil Nadu,Coimbatore,Offline,Sangeetha,20,157,R24037,,C74102,Positive,5,,,cooling,Quite bit scientist. positive experience with cooling.,87
2025-03-26,SPK-1003,Speaker Sound Tower 3,Speaker,Sound Tower,663,19569108,West,Gujarat,Ahmedabad,Online,,10,142,R99883,Amazon,C36885,Neutral,3,Yes,Beyond Mrs continue less economic.,connectivity,Successful key be us project garden teach. neutral experience with connectivity.,81
2024-08-24,KYB-1002,Keyboard Samsung Keys 2,Keyboard,Samsung Keys,763,23539313,South,Telangana,Hyderabad,Online,,20,4,R18211,Flipkart,C41875,Positive,4,Yes,Draw from movement newspaper bed environmental.,USB,Though me police form pattern should increase. positive experience with USB.,16
2025-02-06,PHN-1005,Galaxy M 5,Smartphone,Galaxy M,354,16904916,Central,Madhya Pradesh,Bhopal,Online,,15,20,R99674,Flipkart,C53021,Positive,5,No,,display,Image response loss week want moment technology. positive experience with display.,32
2024-09-26,SSD-1002,SSD EVO Series 2,SSD,EVO Series,349,15594018,North,Punjab,Ludhiana,Offline,Reliance Digital,15,36,R61248,,C55986,Positive,5,,,upgrade,My budget large. positive experience with upgrade.,53
2024-12-12,SSD-1005,SSD EVO Series 5,SSD,EVO Series,541,23262459,East,Assam,Guwahati,Online,,10,166,R91186,Flipkart,C33626,Neutral,3,Yes,Read cost economic argue.,speed,Get total perform. neutral experience with speed.,18
2025-02-10,LED-T-1003,LED TV T Series 3,LED TV,T Series,688,7762016,East,Odisha,Bhubaneswar,Online,,5,95,R64735,Amazon,C59552,Positive,5,No,,remote,Dog whatever large poor enter indicate particular event. positive experience with remote.,78
2024-08-15,TAB-1002,Galaxy Tab 2,Smart Tablet,Galaxy Tab,109,3949942,West,Rajasthan,Udaipur,Offline,Croma,0,51,R67510,,C37648,Positive,5,,,apps,Adult thank study four several hundred spring. positive experience with apps.,41
2024-09-06,TAB-1005,Galaxy Tab 5,Smart Tablet,Galaxy Tab,208,2266160,North,Delhi,New Delhi,Online,,20,87,R64613,Flipkart,C16107,Positive,4,No,,note-taking,Charge laugh half card daughter which keep. positive experience with note-taking.,68
2024-09-25,SSD-1004,SSD EVO Series 4,SSD,EVO Series,387,7040691,Central,Chhattisgarh,Raipur,Offline,Croma,15,188,R34261,,C57600,Positive,4,,,reliable,Fish cold race. positive experience with reliable.,95
2025-03-15,PHN-1004,Galaxy M 4,Smartphone,Galaxy M,646,30090034,West,Maharashtra,Mumbai,Online,,20,159,R12126,Amazon,C42462,Positive,4,No,,camera,Design hope us prepare avoid money. positive experience with camera.,34
2025-01-22,FRZ-1001,Refrigerator Smart Fridge 1,Refrigerator,Smart Fridge,95,1428705,South,Karnataka,Bengaluru,Offline,Big C,10,173,R70284,,C53879,Positive,5,,,energy,Check court morning half relate tonight single. positive experience with energy.,10
2025-01-18,PHN-1005,Galaxy M 5,Smartphone,Galaxy M,368,9655584,North,Punjab,Ludhiana,Offline,Poorvika,20,164,R16865,,C31128,Positive,4,,,display,Front almost traditional room campaign sea less. positive experience with display.,85
2024-11-30,KYB-1003,Keyboard Samsung Keys 3,Keyboard,Samsung Keys,761,20565264,East,Odisha,Bhubaneswar,Online,,5,196,R18355,Amazon,C97600,Positive,4,No,,keys,Ability quickly same notice card. positive experience with keys.,14
2024-08-21,FRZ-1001,Refrigerator Smart Fridge 1,Refrigerator,Smart Fridge,564,17303520,Central,Madhya Pradesh,Bhopal,Online,,15,2,R96421,Samsung.com,C18236,Negative,2,Yes,Business oil interest mention as these.,design,Special energy save professor. negative experience with design.,79
2024-08-22,TAB-1005,Galaxy Tab 5,Smart Tablet,Galaxy Tab,272,1041488,West,Gujarat,Surat,Offline,Vijay Sales,5,120,R93715,,C19088,Positive,5,,,display,Near speak offer paper marriage area executive standard. positive experience with display.,2
2024-11-06,MSE-1003,Mouse Samsung Mouse 3,Mouse,Samsung Mouse,393,15218532,East,Bihar,Patna,Offline,UniverCell,0,137,R34008,,C98503,Negative,1,,,click,Along new sit realize job. negative experience with click.,34
2024-11-20,SPK-1003,Speaker Sound Tower 3,Speaker,Sound Tower,61,2788737,West,Maharashtra,Mumbai,Online,,20,69,R77553,Samsung.com,C38644,Positive,5,No,,bass,Mean soon happy poor. positive experience with bass.,23
2025-04-06,FRZ-1004,Refrigerator Smart Fridge 4,Refrigerator,Smart Fridge,453,20768238,Central,Chhattisgarh,Raipur,Offline,UniverCell,20,77,R86648,,C74647,Neutral,3,,,space,Food spend call edge financial past. neutral experience with space.,61
2025-03-08,SPK-1003,Speaker Sound Tower 3,Speaker,Sound Tower,311,9747362,West,Rajasthan,Udaipur,Offline,Lot Mobiles,10,94,R35518,,C75037,Negative,2,,,sound,Call treatment now sit by teacher to. negative experience with sound.,22
2024-11-29,LED-T-1002,LED TV T Series 2,LED TV,T Series,396,11693880,East,West Bengal,Kolkata,Online,,20,169,R49120,Flipkart,C42885,Neutral,3,Yes,Find big total political little.,display,Goal inside human. neutral experience with display.,64
2024-12-04,PHN-1001,Galaxy M 1,Smartphone,Galaxy M,207,3603249,East,Bihar,Patna,Offline,Vijay Sales,5,81,R79954,,C93205,Positive,5,,,performance,Hospital each dark major visit process. positive experience with performance.,19
2024-08-08,SPK-1005,Speaker Sound Tower 5,Speaker,Sound Tower,478,7140364,South,Karnataka,Mysuru,Offline,Sangeetha,5,100,R75826,,C54436,Positive,4,,,sound,Apply task receive beat free. positive experience with sound.,19
2024-10-06,EBR-1002,Galaxy Buds 2,Earbuds,Galaxy Buds,608,31832448,East,Odisha,Bhubaneswar,Online,,5,81,R38500,Flipkart,C90275,Positive,5,No,,battery,Necessary manage most. positive experience with battery.,6
2025-04-11,EBR-1003,Galaxy Buds 3,Earbuds,Galaxy Buds,188,4748880,East,West Bengal,Kolkata,Offline,UniverCell,15,83,R86112,,C42553,Positive,4,,,battery,Time conference must exist. positive experience with battery.,63
